ONSConstID,geometry,geometry_vertex_count,ConstituencyName,RegionID,RegionName,CountryID,CountryName,Description
E14000826,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-1.669948,53.750106 -1.655842,53.74577 -1.637831,53.747746 -1.634045,53.73516 -1.629523,53.726567 -1.622805,53.718476 -1.608274,53.721148 -1.593675,53.718722 -1.581207,53.713311 -1.571129,53.706416 -1.560451,53.69973 -1.556654,53.689903 -1.549531,53.681918 -1.538464,53.688119 -1.522938,53.689577 -1.509324,53.694235 -1.494045,53.693456 -1.478799,53.694697 -1.459202,53.688126 -1.453955,53.699197 -1.464138,53.706297 -1.457873,53.714528 -1.444133,53.718907 -1.428254,53.721325 -1.439667,53.727454 -1.455298,53.727979 -1.470997,53.727875 -1.485746,53.730567 -1.498857,53.735714 -1.492893,53.744019 -1.516664,53.750742 -1.529141,53.742959 -1.542956,53.739236 -1.558294,53.7389 -1.567984,53.746348 -1.570252,53.755323 -1.58638,53.766503 -1.601781,53.766765 -1.616936,53.766236 -1.632251,53.765605 -1.651611,53.767342 -1.669436,53.762392 -1.681678,53.756479</coordinates></LinearRing></outerBoundaryIs></Polygon>",44,Morley and Outwood,Morley and Outwood,Yorkshire and The Humber,K02000001,UK,Westminster Constituency
E14000827,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-1.687825,50.943506 -1.689614,50.934509 -1.693089,50.92576 -1.691812,50.916732 -1.69637,50.907914 -1.68296,50.91101 -1.676945,50.902776 -1.681733,50.894004 -1.687196,50.885313 -1.683548,50.876477 -1.674489,50.868726 -1.661856,50.864477 -1.648009,50.861617 -1.635205,50.857445 -1.635404,50.846289 -1.64461,50.837394 -1.650051,50.827279 -1.657335,50.818903 -1.664208,50.810798 -1.672183,50.803231 -1.678582,50.794964 -1.688768,50.784485 -1.670453,50.787724 -1.657113,50.784631 -1.642643,50.784934 -1.63451,50.777532 -1.627464,50.769242 -1.616745,50.763159 -1.602289,50.763941 -1.588638,50.76674 -1.574385,50.770201 -1.560266,50.773194 -1.546093,50.772885 -1.539589,50.76488 -1.530021,50.757912 -1.519343,50.751425 -1.513913,50.742943 -1.489597,50.749856 -1.476988,50.754304 -1.46465,50.759135 -1.450818,50.761159 -1.437503,50.764261 -1.423163,50.76516 -1.410001,50.768997 -1.399326,50.775001 -1.385405,50.777577 -1.375897,50.784267 -1.361402,50.784568 -1.347221,50.783654 -1.338417,50.790728 -1.331221,50.798819 -1.321002,50.805422 -1.307548,50.808908 -1.304357,50.817677 -1.315623,50.823171 -1.326105,50.816621 -1.317324,50.823745 -1.325194,50.831669 -1.333137,50.839295 -1.333189,50.848476 -1.347384,50.856107 -1.360627,50.862734 -1.376229,50.871508 -1.395062,50.880595 -1.404745,50.887492 -1.413308,50.89467 -1.418889,50.897844 -1.432142,50.902109 -1.447191,50.90276 -1.46095,50.905853 -1.469079,50.91352 -1.477337,50.92847 -1.500429,50.934706 -1.507815,50.942413 -1.515036,50.950405 -1.529266,50.950706 -1.534345,50.95913 -1.541312,50.966989 -1.555472,50.965969 -1.56943,50.963173 -1.584101,50.959775 -1.59013,50.951413 -1.603028,50.955417 -1.619761,50.958574 -1.634066,50.95898 -1.642795,50.951645 -1.655624,50.946291 -1.676891,50.949675</coordinates></LinearRing></outerBoundaryIs></Polygon>",89,New Forest East,New Forest East,South East,K02000001,UK,Westminster Constituency
E14000828,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-1.69766,50.96044 -1.706234,50.967837 -1.716964,50.974467 -1.731281,50.97717 -1.746146,50.977949 -1.759653,50.981682 -1.773536,50.984319 -1.78821,50.988325 -1.801949,50.991467 -1.816795,50.987313 -1.824789,50.99534 -1.831444,51.003382 -1.843839,51.008049 -1.855174,51.002347 -1.863633,50.994809 -1.874161,50.986041 -1.874682,50.995204 -1.877671,51.004216 -1.890408,50.999634 -1.90555,50.999352 -1.919575,50.997563 -1.933134,50.994172 -1.942999,50.987151 -1.956828,50.989836 -1.948141,50.976481 -1.938221,50.969514 -1.92713,50.963568 -1.918534,50.956107 -1.910274,50.948401 -1.902608,50.940733 -1.894868,50.933171 -1.883854,50.927291 -1.875215,50.919994 -1.86106,50.920917 -1.852588,50.928224 -1.838984,50.93092 -1.826102,50.92686 -1.814811,50.921277 -1.819259,50.912468 -1.81738,50.903397 -1.827376,50.896477 -1.841714,50.897028 -1.844192,50.886131 -1.845941,50.877182 -1.85071,50.86791 -1.850951,50.858733 -1.835778,50.85664 -1.821243,50.856781 -1.805479,50.858208 -1.802183,50.849441 -1.800187,50.840481 -1.800741,50.831442 -1.801929,50.822407 -1.802938,50.813356 -1.811444,50.806068 -1.803185,50.798751 -1.801894,50.789763 -1.792491,50.782739 -1.787883,50.774157 -1.778754,50.767235 -1.767583,50.772924 -1.756343,50.778487 -1.744793,50.773128 -1.73965,50.764599 -1.744636,50.756144 -1.735471,50.749249 -1.721487,50.751743 -1.707167,50.752501 -1.692782,50.751749 -1.684154,50.744397 -1.692138,50.73694 -1.670418,50.735358 -1.655068,50.733564 -1.641369,50.731243 -1.626985,50.727991 -1.613464,50.725101 -1.599895,50.722448 -1.586194,50.719302 -1.574807,50.713518 -1.563368,50.707971 -1.549211,50.708568 -1.553645,50.717217 -1.545204,50.724711 -1.533989,50.730238 -1.523375,50.736234 -1.513913,50.742943 -1.519343,50.751425 -1.530021,50.757912 -1.539589,50.76488 -1.546093,50.772885 -1.560266,50.773194 -1.574385,50.770201 -1.588638,50.76674 -1.602289,50.763941 -1.616745,50.763159 -1.627464,50.769242 -1.63451,50.777532 -1.642643,50.784934 -1.657113,50.784631 -1.670453,50.787724 -1.688768,50.784485 -1.678582,50.794964 -1.672183,50.803231 -1.664208,50.810798 -1.657335,50.818903 -1.650051,50.827279 -1.64461,50.837394 -1.635404,50.846289 -1.635205,50.857445 -1.648009,50.861617 -1.661856,50.864477 -1.674489,50.868726 -1.683548,50.876477 -1.687196,50.885313 -1.681733,50.894004 -1.676945,50.902776 -1.68296,50.91101 -1.69637,50.907914 -1.691812,50.916732 -1.693089,50.92576 -1.689614,50.934509 -1.687825,50.943506 -1.676891,50.949675</coordinates></LinearRing></outerBoundaryIs></Polygon>",124,New Forest West,New Forest West,South East,K02000001,UK,Westminster Constituency
E14000829,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-1.029206,53.05947 -1.038469,53.052406 -1.05173,53.047916 -1.063317,53.041993 -1.0543,53.034777 -1.039169,53.028935 -1.034143,53.020312 -1.048491,53.017053 -1.047651,53.007645 -1.03921,53.000197 -1.028987,52.993649 -1.007089,52.985437 -0.992075,52.98658 -0.979789,52.980327 -0.968743,52.974167 -0.959331,52.967116 -0.9677,52.959062 -0.982744,52.9599 -0.996364,52.955745 -0.983771,52.950828 -0.984156,52.941583 -0.97635,52.933495 -0.962211,52.930657 -0.947536,52.93329 -0.933631,52.937213 -0.92329,52.930702 -0.896879,52.927246 -0.90096,52.918526 -0.890618,52.911411 -0.874324,52.898197 -0.86182,52.903446 -0.862898,52.913093 -0.854161,52.920878 -0.842854,52.927254 -0.836783,52.935771 -0.825429,52.941677 -0.832861,52.949579 -0.824162,52.957019 -0.811483,52.961926 -0.804751,52.970005 -0.794832,52.976792 -0.778284,52.976901 -0.780185,52.985866 -0.788332,52.993487 -0.797073,53.000888 -0.804322,53.008748 -0.793275,53.015851 -0.788701,53.025281 -0.773785,53.02561 -0.760491,53.029679 -0.756914,53.038587 -0.753714,53.047493 -0.743923,53.054292 -0.729029,53.055133 -0.715464,53.059219 -0.702766,53.064271 -0.697719,53.072768 -0.70918,53.079065 -0.716456,53.087686 -0.726866,53.094227 -0.721505,53.104 -0.717691,53.113206 -0.724125,53.121403 -0.728087,53.130364 -0.716694,53.136467 -0.721092,53.145065 -0.72308,53.154192 -0.719247,53.163401 -0.717581,53.173066 -0.729795,53.178374 -0.744883,53.180086 -0.759742,53.181327 -0.752508,53.189261 -0.744204,53.196816 -0.736245,53.204853 -0.723813,53.210091 -0.709012,53.21227 -0.698681,53.219328 -0.683495,53.219142 -0.672191,53.225077 -0.666578,53.239681 -0.6751,53.247203 -0.68375,53.254749 -0.697645,53.258417 -0.712976,53.258116 -0.727276,53.255377 -0.734885,53.247521 -0.749063,53.244368 -0.765423,53.246017 -0.778371,53.250953 -0.773127,53.25943 -0.767565,53.268064 -0.771814,53.277063 -0.77612,53.285683 -0.76627,53.292503 -0.750967,53.293581 -0.74835,53.302592 -0.753536,53.311145 -0.753686,53.320231 -0.78311,53.320822 -0.798224,53.321186 -0.81055,53.3264 -0.825565,53.325747 -0.842015,53.324481 -0.85771,53.323106 -0.872451,53.324927 -0.885113,53.319926 -0.89976,53.317831 -0.907377,53.308704 -0.91259,53.300226 -0.926817,53.303283 -0.942806,53.302493 -0.95779,53.298375 -0.970989,53.293957 -0.973489,53.284976 -0.961958,53.279136 -0.948417,53.274898 -0.958168,53.267981 -0.973108,53.267097 -0.987925,53.264902 -1.002043,53.267983 -1.027536,53.260832 -1.025823,53.251889 -1.017622,53.243899 -1.007447,53.236894 -0.991124,53.236661 -0.976076,53.236044 -0.961736,53.233371 -0.951238,53.226391 -0.949663,53.21728 -0.940196,53.210016 -0.949589,53.202881 -0.963673,53.199801 -0.978847,53.20018 -0.992642,53.196179 -1.005132,53.190202 -1.003551,53.180754 -0.990394,53.176468 -0.977679,53.171448 -0.963742,53.167438 -0.966062,53.158424 -0.953641,53.153327 -0.960148,53.145141 -0.972663,53.139788 -0.984476,53.134206 -0.975854,53.126524 -0.973636,53.117527 -0.965917,53.109655 -0.962602,53.100733 -0.968808,53.092524 -0.977622,53.0849 -0.986665,53.077597 -1.000529,53.073637 -1.020963,53.069311</coordinates></LinearRing></outerBoundaryIs></Polygon>",155,Newark,Newark,East Midlands,K02000001,UK,Westminster Constituency
E14000830,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-1.587102,51.509863 -1.582988,51.50104 -1.580361,51.492152 -1.570254,51.485675 -1.566734,51.476868 -1.558739,51.468899 -1.549382,51.461984 -1.537387,51.457 -1.525959,51.451328 -1.524132,51.442309 -1.529379,51.433923 -1.529427,51.424649 -1.543814,51.424288 -1.557878,51.421548 -1.570632,51.417289 -1.562403,51.409888 -1.553726,51.402493 -1.548939,51.393993 -1.538716,51.386894 -1.527885,51.380661 -1.514616,51.376873 -1.504793,51.369867 -1.499334,51.361526 -1.495223,51.352855 -1.486455,51.34573 -1.493355,51.337831 -1.498313,51.329379 -1.49805,51.329029 -1.473616,51.331799 -1.458663,51.332843 -1.444031,51.333924 -1.432226,51.339268 -1.441184,51.346566 -1.438766,51.355454 -1.426427,51.360175 -1.418552,51.368527 -1.405316,51.372248 -1.391185,51.370591 -1.377201,51.367892 -1.362686,51.368365 -1.348316,51.367415 -1.334304,51.369414 -1.320804,51.372596 -1.306591,51.371202 -1.292062,51.370432 -1.277877,51.368691 -1.263674,51.370159 -1.249499,51.371763 -1.236806,51.367185 -1.222958,51.369653 -1.209184,51.366875 -1.195537,51.36394 -1.182339,51.360115 -1.167732,51.360647 -1.153092,51.35983 -1.139193,51.357187 -1.124786,51.3581 -1.1163,51.365847 -1.113772,51.374825 -1.119473,51.38309 -1.124409,51.39161 -1.136119,51.396906 -1.150696,51.396939 -1.160883,51.403706 -1.170081,51.410759 -1.168358,51.419769 -1.15487,51.423159 -1.142193,51.42774 -1.129794,51.432592 -1.120892,51.440047 -1.1143,51.44808 -1.098469,51.459179 -1.126348,51.460694 -1.127511,51.469733 -1.12509,51.47885 -1.115631,51.48565 -1.102797,51.490169 -1.107641,51.502022 -1.11596,51.510888 -1.130325,51.511678 -1.142386,51.51688 -1.140042,51.525873 -1.13447,51.534523 -1.140395,51.542909 -1.159395,51.534924 -1.174423,51.533495 -1.188062,51.53048 -1.203105,51.528572 -1.210694,51.536382 -1.225472,51.535548 -1.240555,51.537682 -1.255665,51.537031 -1.267911,51.542167 -1.280344,51.546754 -1.291254,51.552853 -1.304415,51.556652 -1.319173,51.558493 -1.333456,51.559761 -1.337019,51.550891 -1.349671,51.546527 -1.363193,51.550043 -1.377968,51.549686 -1.384742,51.540365 -1.39848,51.543593 -1.413061,51.542541 -1.422785,51.535765 -1.43578,51.540618 -1.449944,51.536126 -1.464809,51.537357 -1.474498,51.530566 -1.486785,51.535317 -1.492021,51.543859 -1.50609,51.547206 -1.519641,51.55108 -1.534799,51.548384 -1.547416,51.553082 -1.562527,51.548833 -1.572217,51.541792 -1.581531,51.534466 -1.584722,51.524911</coordinates></LinearRing></outerBoundaryIs></Polygon>",121,Newbury,Newbury,South East,K02000001,UK,Westminster Constituency
E14000831,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-1.620223,55.004345 -1.626754,55.01264 -1.639138,55.007136 -1.654964,55.006567 -1.670202,55.004261 -1.679137,54.996606 -1.688677,54.989088 -1.696643,54.981328 -1.697843,54.970306 -1.678852,54.964581 -1.656948,54.962522 -1.641766,54.959415 -1.618689,54.961968 -1.606045,54.967963 -1.606488,54.968386 -1.611114,54.977166 -1.613629,54.986481 -1.616368,54.995384</coordinates></LinearRing></outerBoundaryIs></Polygon>",19,Newcastle upon Tyne Central,Newcastle upon Tyne Central,North East,K02000001,UK,Westminster Constituency
E14000832,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-1.601465,54.998478 -1.616368,54.995384 -1.613629,54.986481 -1.611114,54.977166 -1.606488,54.968386 -1.606045,54.967963 -1.590865,54.97047 -1.578661,54.964615 -1.55749,54.960274 -1.541591,54.961418 -1.534514,54.970253 -1.5292,54.983334 -1.552322,54.989732 -1.559644,54.997751 -1.570757,55.004186 -1.584539,55.008817 -1.600252,55.009831</coordinates></LinearRing></outerBoundaryIs></Polygon>",18,Newcastle upon Tyne East,Newcastle upon Tyne East,North East,K02000001,UK,Westminster Constituency
E14000833,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-1.711564,55.041232 -1.721366,55.034064 -1.735088,55.029552 -1.747463,55.024022 -1.754849,55.015871 -1.756844,55.006597 -1.772911,55.004036 -1.775008,54.994969 -1.769744,54.980977 -1.754263,54.982419 -1.739538,54.979227 -1.72649,54.974208 -1.716256,54.967152 -1.697843,54.970306 -1.696643,54.981328 -1.688677,54.989088 -1.679137,54.996606 -1.670202,55.004261 -1.654964,55.006567 -1.639138,55.007136 -1.626754,55.01264 -1.620223,55.004345 -1.616368,54.995384 -1.601465,54.998478 -1.600252,55.009831 -1.597454,55.019553 -1.588062,55.026906 -1.592257,55.035584 -1.605961,55.04011 -1.624558,55.04002 -1.636179,55.04678 -1.634982,55.055903 -1.63788,55.064762 -1.643863,55.074113 -1.657525,55.078911 -1.673644,55.076179 -1.690338,55.072945 -1.704661,55.06911 -1.712612,55.06104 -1.70214,55.052505 -1.694901,55.042887</coordinates></LinearRing></outerBoundaryIs></Polygon>",42,Newcastle upon Tyne North,Newcastle upon Tyne North,North East,K02000001,UK,Westminster Constituency
E14000834,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-2.329083,53.076036 -2.335327,53.067839 -2.342186,53.059697 -2.356847,53.057894 -2.370748,53.054334 -2.382702,53.048925 -2.384266,53.039735 -2.381487,53.030713 -2.379346,53.021798 -2.370467,53.014559 -2.348623,53.017794 -2.334551,53.020902 -2.320392,53.024351 -2.306555,53.020998 -2.310975,53.012027 -2.307692,53.003156 -2.30432,52.994203 -2.279337,52.992584 -2.264952,52.989949 -2.251005,52.986629 -2.237602,52.981894 -2.225446,52.975923 -2.212514,52.980562 -2.204341,52.981381 -2.212296,52.98933 -2.21717,53.001653 -2.215379,53.01058 -2.206526,53.017836 -2.208325,53.034442 -2.216721,53.041915 -2.222214,53.050355 -2.225999,53.059284 -2.238982,53.063798 -2.254452,53.063324 -2.263326,53.056017 -2.272353,53.063377 -2.28169,53.080299 -2.301771,53.081547 -2.316728,53.081098</coordinates></LinearRing></outerBoundaryIs></Polygon>",40,Newcastle-under-Lyme,Newcastle-under-Lyme,West Midlands,K02000001,UK,Westminster Constituency
E14000835,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-3.46572,50.642698 -3.477046,50.648131 -3.490172,50.651651 -3.5039,50.654481 -3.515243,50.648861 -3.519978,50.640328 -3.528406,50.632763 -3.541112,50.628632 -3.550805,50.622084 -3.553785,50.61263 -3.551482,50.603682 -3.561484,50.596151 -3.570687,50.589263 -3.585019,50.587033 -3.598297,50.590126 -3.612488,50.591717 -3.622859,50.585454 -3.626636,50.576635 -3.640738,50.576018 -3.649746,50.568449 -3.657402,50.560844 -3.661963,50.552176 -3.66468,50.542882 -3.665501,50.533892 -3.676323,50.528095 -3.686801,50.522033 -3.699822,50.525529 -3.713801,50.526768 -3.724762,50.521058 -3.741869,50.507951 -3.733285,50.500774 -3.723326,50.494394 -3.716101,50.486496 -3.705505,50.480562 -3.693472,50.475872 -3.683795,50.469306 -3.671677,50.464589 -3.658011,50.464524 -3.637671,50.467225 -3.623593,50.466615 -3.612573,50.472265 -3.609175,50.481098 -3.595527,50.483347 -3.584234,50.477737 -3.575482,50.484962 -3.562455,50.488414 -3.552588,50.49503 -3.541447,50.500561 -3.529599,50.505531 -3.508677,50.516597 -3.499665,50.533501 -3.494871,50.542214 -3.488329,50.55019 -3.479882,50.557943 -3.468843,50.56556 -3.468269,50.574597 -3.460899,50.582449 -3.450733,50.588907 -3.440452,50.595904 -3.43123,50.602749 -3.430513,50.611883 -3.443517,50.61587 -3.44522,50.62489 -3.446827,50.633906 -3.451378,50.642614</coordinates></LinearRing></outerBoundaryIs></Polygon>",66,Newton Abbot,Newton Abbot,South West,K02000001,UK,Westminster Constituency
E14000836,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-1.467167,53.666612 -1.451853,53.667167 -1.437685,53.671137 -1.42721,53.678006 -1.411988,53.679979 -1.410198,53.689206 -1.396782,53.693936 -1.393948,53.702768 -1.381276,53.707987 -1.365252,53.706497 -1.354444,53.700007 -1.35249,53.691075 -1.342392,53.683743 -1.329499,53.678344 -1.318934,53.671533 -1.309257,53.664614 -1.299655,53.656034 -1.289551,53.648668 -1.272649,53.649135 -1.255213,53.648943 -1.249208,53.650033 -1.25001,53.659016 -1.251763,53.66796 -1.243568,53.675851 -1.243326,53.686696 -1.232124,53.692942 -1.213961,53.694183 -1.199075,53.696186 -1.209032,53.703664 -1.217167,53.711316 -1.231492,53.714462 -1.247059,53.711763 -1.26247,53.71356 -1.270811,53.721098 -1.279398,53.728964 -1.289212,53.736639 -1.30204,53.741707 -1.317094,53.738691 -1.331563,53.735913 -1.346601,53.734427 -1.361216,53.731894 -1.376071,53.729481 -1.389431,53.724935 -1.401824,53.719757 -1.428254,53.721325 -1.444133,53.718907 -1.457873,53.714528 -1.464138,53.706297 -1.453955,53.699197 -1.459202,53.688126 -1.473045,53.675385</coordinates></LinearRing></outerBoundaryIs></Polygon>",52,"Normanton, Pontefract and Castleford","Normanton, Pontefract and Castleford",Yorkshire and The Humber,K02000001,UK,Westminster Constituency
E14000837,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-4.559452,50.920181 -4.56678,50.912457 -4.570292,50.9037 -4.566028,50.895093 -4.569101,50.886261 -4.561759,50.878465 -4.561101,50.869452 -4.559885,50.860388 -4.558879,50.850745 -4.559026,50.841458 -4.558479,50.831847 -4.558933,50.822571 -4.558595,50.813484 -4.560639,50.804536 -4.562002,50.795561 -4.563836,50.786578 -4.569984,50.778155 -4.581497,50.772834 -4.592547,50.767067 -4.60639,50.764806 -4.618056,50.759581 -4.623868,50.751377 -4.636701,50.747546 -4.643538,50.739645 -4.652768,50.732661 -4.655445,50.723653 -4.662237,50.715723 -4.668452,50.70764 -4.681345,50.703658 -4.688485,50.695603 -4.700693,50.690851 -4.712206,50.685581 -4.726168,50.683369 -4.731261,50.67497 -4.745388,50.676015 -4.757649,50.671491 -4.763059,50.663148 -4.762672,50.654087 -4.763641,50.645093 -4.768583,50.636496 -4.772835,50.627882 -4.775782,50.619022 -4.782756,50.611009 -4.790335,50.603363 -4.801549,50.597825 -4.815462,50.595832 -4.829727,50.595904 -4.84392,50.595435 -4.857929,50.594027 -4.871963,50.592921 -4.881689,50.586395 -4.895958,50.585788 -4.910149,50.587527 -4.922204,50.592206 -4.934766,50.588085 -4.925246,50.581445 -4.926077,50.572454 -4.932776,50.564539 -4.932341,50.555536 -4.933757,50.546576 -4.935605,50.55556 -4.947288,50.560678 -4.952305,50.569142 -4.959516,50.561268 -4.972631,50.557647 -4.978142,50.549369 -4.989796,50.544085 -5.003469,50.546455 -5.017507,50.545449 -5.028779,50.551189 -5.038914,50.544834 -5.027848,50.53926 -5.026774,50.53017 -5.029079,50.521187 -5.029227,50.512195 -5.037477,50.504561 -5.043802,50.496526 -5.036056,50.489009 -5.036669,50.480018 -5.011432,50.474554 -4.995934,50.472906 -4.976019,50.4706 -4.96114,50.472194 -4.9468,50.472391 -4.932897,50.474448 -4.918533,50.474676 -4.904862,50.477101 -4.890677,50.477627 -4.874216,50.477762 -4.859073,50.478051 -4.843542,50.470976 -4.8372,50.462888 -4.841131,50.454231 -4.846053,50.445725 -4.843051,50.436866 -4.838529,50.42726 -4.835913,50.418374 -4.825009,50.425273 -4.812875,50.432049 -4.801952,50.438125 -4.798169,50.429391 -4.777074,50.434517 -4.763166,50.433105 -4.755793,50.425407 -4.742521,50.422067 -4.729888,50.428227 -4.715808,50.428236 -4.704402,50.434247 -4.69006,50.434525 -4.678439,50.439607 -4.668655,50.446256 -4.655344,50.449434 -4.644172,50.443481 -4.634466,50.450647 -4.627442,50.458498 -4.616712,50.464726 -4.612385,50.473405 -4.614874,50.482411 -4.612964,50.49143 -4.612815,50.500514 -4.612526,50.509544 -4.613463,50.518576 -4.605741,50.526567 -4.604014,50.535548 -4.591266,50.539484 -4.581782,50.546318 -4.573267,50.554066 -4.561881,50.559779 -4.547814,50.557822 -4.541512,50.549728 -4.52813,50.546791 -4.518471,50.553701 -4.50739,50.559392 -4.494922,50.554845 -4.485338,50.548212 -4.475291,50.541891 -4.461401,50.543537 -4.441661,50.543985 -4.427687,50.542744 -4.41357,50.543399 -4.409021,50.551964 -4.39613,50.556074 -4.396978,50.565366 -4.391194,50.573695 -4.377258,50.572129 -4.364544,50.568182 -4.352173,50.563651 -4.362073,50.557176 -4.358637,50.54845 -4.347823,50.542594 -4.351164,50.53369 -4.33696,50.53499 -4.337301,50.525875 -4.32592,50.52031 -4.310721,50.522355 -4.302831,50.51475 -4.287864,50.513869 -4.271066,50.517737 -4.273471,50.526767 -4.268739,50.535282 -4.259829,50.548606 -4.263733,50.557379 -4.273448,50.564116 -4.278621,50.572647 -4.269774,50.579887 -4.282224,50.584237 -4.288661,50.576218 -4.295324,50.584314 -4.308235,50.579985 -4.312118,50.589073 -4.30661,50.597445 -4.306196,50.606565 -4.305733,50.615714 -4.302728,50.624549 -4.300077,50.633417 -4.313878,50.636126 -4.326256,50.640586 -4.335285,50.647561 -4.337294,50.656499 -4.34482,50.664139 -4.346805,50.673327 -4.347546,50.682434 -4.351947,50.69098 -4.362512,50.696962 -4.368298,50.705228 -4.364501,50.713951 -4.367202,50.722811 -4.372153,50.731444 -4.377732,50.739747 -4.384903,50.747725 -4.380792,50.756403 -4.387175,50.764516 -4.386053,50.773503 -4.399339,50.77685 -4.41304,50.772306 -4.420362,50.7646 -4.432161,50.769659 -4.442729,50.775694 -4.448747,50.783911 -4.463086,50.784062 -4.476043,50.788052 -4.481159,50.796504 -4.46885,50.801329 -4.455132,50.804096 -4.445097,50.810524 -4.442109,50.820918 -4.444221,50.829884 -4.441969,50.838991 -4.440684,50.847951 -4.436836,50.856613 -4.433627,50.865518 -4.426938,50.873711 -4.434977,50.881133 -4.44187,50.889024 -4.446806,50.897497 -4.450645,50.906152 -4.461252,50.912142 -4.460133,50.921116 -4.459947,50.930155 -4.474123,50.93105 -4.488099,50.92938 -4.502383,50.927375 -4.516657,50.927452 -4.531026,50.92675 -4.54916,50.92896</coordinates></LinearRing></outerBoundaryIs></Polygon>",226,North Cornwall,North Cornwall,South West,K02000001,UK,Westminster Constituency
